Date,Company,R&D_Spending_USD_Mn,AI_Revenue_USD_Mn,AI_Revenue_Growth_%,Event,Stock_Impact_%
2018-09-09,OpenAI,6.88,1.28,28.44,,-0.03
2018-09-10,OpenAI,6.23,1.47,46.62,,-0.82
2018-09-11,OpenAI,4.34,0.5,-50.49,,-0.39
2018-09-12,OpenAI,5.3,1.87,86.7,,0.97
2018-09-13,OpenAI,6.35,1.43,42.86,,-0.61
2018-09-14,OpenAI,4.48,1.9,89.57,,-0.75
2018-09-15,OpenAI,6.44,2.7,169.63,,0.52
2018-09-16,OpenAI,7.11,2.23,122.95,,0.36
2018-09-17,OpenAI,6.3,1.85,85.09,,-0.74
2018-09-18,OpenAI,5.4,1.56,56.28,,0.12
2018-09-19,OpenAI,7.08,1.9,89.71,,0.13
2018-09-20,OpenAI,7.87,2.7,170.17,,-0.75
2018-09-21,OpenAI,5.85,1.71,71.49,,-0.93
2018-09-22,OpenAI,5.92,2.0,100.08,Cloud AI launch,-0.73
2018-09-23,OpenAI,5.52,2.72,172.31,,-0.97
2018-09-24,OpenAI,5.9,2.16,116.48,,-0.06
2018-09-25,OpenAI,5.48,2.69,169.33,,0.19
2018-09-26,OpenAI,6.3,1.43,43.34,,-0.35
2018-09-27,OpenAI,5.83,1.6,59.79,,-0.92
2018-09-28,OpenAI,6.74,2.17,116.66,,-0.4
2018-09-29,OpenAI,6.78,2.55,155.29,,-0.97
2018-09-30,OpenAI,6.7,1.58,57.9,AI speech recognition release,-1.44
2018-10-01,OpenAI,6.69,2.15,114.56,,-0.63
2018-10-02,OpenAI,6.61,1.43,43.47,,-0.88
2018-10-03,OpenAI,6.25,1.56,56.4,,0.72
2018-10-04,OpenAI,6.79,2.78,178.23,,0.34
2018-10-05,OpenAI,7.02,2.33,132.94,,-0.49
2018-10-06,OpenAI,6.16,1.71,71.45,,-0.78
2018-10-07,OpenAI,6.93,1.54,54.35,,0.11
2018-10-08,OpenAI,5.25,1.59,58.92,,-0.33
2018-10-09,OpenAI,3.85,1.3,30.4,,0.79
2018-10-10,OpenAI,7.05,1.34,33.96,,0.22
2018-10-11,OpenAI,4.75,2.2,120.25,,0.91
2018-10-12,OpenAI,6.43,0.85,-15.32,,-0.52
2018-10-13,OpenAI,6.69,1.46,45.88,,0.52
2018-10-14,OpenAI,7.56,1.25,25.2,,0.12
2018-10-15,OpenAI,6.86,1.63,63.03,,-0.5
2018-10-16,OpenAI,6.01,2.12,112.0,,0.23
2018-10-17,OpenAI,5.39,3.31,230.92,,-0.58
2018-10-18,OpenAI,5.91,1.32,32.07,,0.96
2018-10-19,OpenAI,6.18,0.78,-21.64,,0.31
2018-10-20,OpenAI,5.38,1.54,54.44,,-0.53
2018-10-21,OpenAI,5.75,2.32,132.32,,0.91
2018-10-22,OpenAI,7.19,1.07,7.36,,-0.51
2018-10-23,OpenAI,5.41,1.41,40.98,,0.69
2018-10-24,OpenAI,5.91,2.13,112.69,,-0.23
2018-10-25,OpenAI,6.02,1.86,86.46,,0.27
2018-10-26,OpenAI,5.13,1.7,70.2,,-0.56
2018-10-27,OpenAI,6.67,2.3,130.36,,0.96
2018-10-28,OpenAI,6.8,2.69,169.44,,0.56
2018-10-29,OpenAI,7.37,1.54,53.94,,-0.23
2018-10-30,OpenAI,6.35,0.85,-15.48,,0.86
2018-10-31,OpenAI,5.28,2.39,139.4,,-0.69
2018-11-01,OpenAI,5.52,1.39,38.53,,0.97
2018-11-02,OpenAI,8.72,1.25,25.23,,0.99
2018-11-03,OpenAI,6.72,1.65,65.1,Cloud AI launch,4.94
2018-11-04,OpenAI,6.66,1.44,43.97,,0.32
2018-11-05,OpenAI,5.72,1.25,25.15,,-0.71
2018-11-06,OpenAI,5.02,2.1,110.26,,0.32
2018-11-07,OpenAI,5.37,1.71,70.8,,0.76
2018-11-08,OpenAI,8.14,1.43,43.36,,-0.86
2018-11-09,OpenAI,5.69,2.31,130.5,,0.3
2018-11-10,OpenAI,6.62,1.59,58.55,,0.45
2018-11-11,OpenAI,6.93,1.5,50.06,,-0.11
2018-11-12,OpenAI,8.51,1.34,33.56,,-0.07
2018-11-13,OpenAI,5.64,2.38,137.63,,-0.67
2018-11-14,OpenAI,6.29,2.69,168.56,,0.89
2018-11-15,OpenAI,7.61,1.2,19.53,,-0.88
2018-11-16,OpenAI,5.64,2.38,137.97,,0.51
2018-11-17,OpenAI,6.41,2.23,122.94,,-0.86
2018-11-18,OpenAI,7.31,1.33,33.24,,-0.7
2018-11-19,OpenAI,7.37,1.6,60.49,,-0.96
2018-11-20,OpenAI,5.86,1.85,85.32,,-0.54
2018-11-21,OpenAI,6.26,1.5,50.4,,0.01
2018-11-22,OpenAI,7.16,0.95,-5.27,,0.49
2018-11-23,OpenAI,6.11,1.88,88.48,,-0.84
2018-11-24,OpenAI,7.25,1.5,50.29,,-0.79
2018-11-25,OpenAI,6.36,2.18,117.65,,0.69
2018-11-26,OpenAI,5.4,1.58,58.35,,-0.17
2018-11-27,OpenAI,5.8,1.4,39.95,,0.95
2018-11-28,OpenAI,6.18,1.93,93.04,,0.62
2018-11-29,OpenAI,8.12,1.41,41.41,,0.55
2018-11-30,OpenAI,6.7,1.71,71.24,,0.07
2018-12-01,OpenAI,5.4,1.9,89.59,,-0.44
2018-12-02,OpenAI,5.72,1.39,39.07,AI Video Recommendation upgrade,0.47
2018-12-03,OpenAI,5.32,2.95,195.29,,-0.98
2018-12-04,OpenAI,5.86,2.05,105.04,,-0.04
2018-12-05,OpenAI,6.32,1.83,83.08,,0.55
2018-12-06,OpenAI,6.48,2.43,142.82,,0.95
2018-12-07,OpenAI,6.28,1.51,51.25,,0.5
2018-12-08,OpenAI,4.42,1.86,86.16,,-0.45
2018-12-09,OpenAI,6.36,2.41,140.9,,0.19
2018-12-10,OpenAI,6.16,2.03,103.24,,0.44
2018-12-11,OpenAI,6.81,1.09,8.86,,0.98
2018-12-12,OpenAI,5.78,1.78,77.77,,0.39
2018-12-13,OpenAI,6.99,1.78,78.38,,-0.25
2018-12-14,OpenAI,6.7,1.56,55.58,,-0.84
2018-12-15,OpenAI,4.8,1.59,59.42,,0.44
2018-12-16,OpenAI,6.64,2.16,115.97,,-0.76
2018-12-17,OpenAI,7.26,0.48,-52.17,,0.28
2018-12-18,OpenAI,6.09,2.35,134.73,,0.92
2018-12-19,OpenAI,6.8,1.28,27.65,,0.14
2018-12-20,OpenAI,6.0,1.48,47.56,,-0.19
2018-12-21,OpenAI,5.04,2.8,179.78,,-0.32
2018-12-22,OpenAI,6.88,1.59,59.29,,0.17
2018-12-23,OpenAI,5.24,1.81,80.53,,0.94
2018-12-24,OpenAI,4.89,1.34,34.48,,-0.27
2018-12-25,OpenAI,6.46,2.04,103.57,,-0.46
2018-12-26,OpenAI,4.23,2.1,110.46,,-0.02
2018-12-27,OpenAI,6.26,2.0,100.18,,-0.73
2018-12-28,OpenAI,6.7,1.63,63.48,,-0.64
2018-12-29,OpenAI,4.15,1.91,90.66,,0.96
2018-12-30,OpenAI,4.85,1.22,21.56,,-0.45
2018-12-31,OpenAI,6.48,1.34,33.67,,-0.69
2019-01-01,OpenAI,7.5,0.87,-13.34,,-0.44
2019-01-02,OpenAI,5.79,1.36,35.86,,0.06
2019-01-03,OpenAI,6.42,1.54,53.68,,-0.15
2019-01-04,OpenAI,6.63,1.39,38.64,,-0.33
2019-01-05,OpenAI,5.74,1.62,62.19,,0.87
2019-01-06,OpenAI,7.43,2.02,102.41,,0.81
2019-01-07,OpenAI,7.28,1.85,85.0,,-0.76
2019-01-08,OpenAI,7.01,1.42,42.39,,-0.46
2019-01-09,OpenAI,6.73,3.35,234.6,,0.77
2019-01-10,OpenAI,6.91,2.19,118.57,,-0.38
2019-01-11,OpenAI,7.73,1.9,89.79,,0.81
2019-01-12,OpenAI,6.78,2.67,167.14,,-0.29
2019-01-13,OpenAI,7.38,2.09,109.32,,0.75
2019-01-14,OpenAI,5.79,2.39,138.72,,-0.84
2019-01-15,OpenAI,9.35,1.88,88.28,,-0.06
2019-01-16,OpenAI,5.77,1.93,93.22,,0.12
2019-01-17,OpenAI,8.49,1.98,97.54,,-0.51
2019-01-18,OpenAI,6.99,2.98,197.69,,-0.53
2019-01-19,OpenAI,4.75,2.29,128.88,,-0.93
2019-01-20,OpenAI,6.96,1.69,69.04,,0.72
2019-01-21,OpenAI,7.75,2.3,130.08,,-0.75
2019-01-22,OpenAI,8.26,1.42,41.59,,0.48
2019-01-23,OpenAI,7.58,2.33,133.34,,-0.37
2019-01-24,OpenAI,7.1,2.07,107.24,,0.05
2019-01-25,OpenAI,7.26,2.09,108.79,,-0.41
2019-01-26,OpenAI,6.26,1.8,79.6,,-0.85
2019-01-27,OpenAI,6.8,2.61,161.47,AI ethics policy update,1.96
2019-01-28,OpenAI,8.25,1.92,91.72,,0.21
2019-01-29,OpenAI,4.49,2.12,112.16,,0.44
2019-01-30,OpenAI,7.76,1.49,48.91,,-0.34
2019-01-31,OpenAI,7.03,2.4,139.68,,0.66
2019-02-01,OpenAI,5.58,2.24,124.11,,-0.63
2019-02-02,OpenAI,7.12,2.41,140.94,,-0.77
2019-02-03,OpenAI,6.6,2.03,102.76,,0.75
2019-02-04,OpenAI,8.35,2.59,159.43,,-0.62
2019-02-05,OpenAI,7.3,3.02,202.06,,0.27
2019-02-06,OpenAI,7.16,2.77,176.62,,0.4
2019-02-07,OpenAI,6.73,3.01,201.31,,0.6
2019-02-08,OpenAI,6.63,2.49,148.75,,-0.02
2019-02-09,OpenAI,8.31,3.29,229.28,,0.15
2019-02-10,OpenAI,7.5,1.35,34.79,,-0.01
2019-02-11,OpenAI,7.31,2.46,145.51,,-0.13
2019-02-12,OpenAI,5.33,1.96,95.63,,0.0
2019-02-13,OpenAI,5.28,2.29,129.31,,-0.28
2019-02-14,OpenAI,7.3,2.45,144.81,GPT-2 release,4.2
2019-02-15,OpenAI,8.87,2.3,129.59,,-0.76
2019-02-16,OpenAI,8.21,1.94,94.2,,0.66
2019-02-17,OpenAI,7.87,2.19,118.62,,-0.37
2019-02-18,OpenAI,6.9,2.06,105.74,,1.0
2019-02-19,OpenAI,5.84,1.23,23.37,,0.77
2019-02-20,OpenAI,4.61,2.94,193.84,,-0.33
2019-02-21,OpenAI,5.32,1.74,74.29,,0.49
2019-02-22,OpenAI,6.48,2.29,129.08,,0.56
2019-02-23,OpenAI,7.08,1.84,83.84,,-0.09
2019-02-24,OpenAI,6.62,3.05,204.67,,-0.45
2019-02-25,OpenAI,7.58,2.39,139.36,,0.16
2019-02-26,OpenAI,5.93,1.68,68.5,,-0.74
2019-02-27,OpenAI,6.93,2.16,115.92,,0.61
2019-02-28,OpenAI,7.4,1.07,6.77,,0.76
2019-03-01,OpenAI,9.06,2.26,126.47,,0.35
2019-03-02,OpenAI,8.17,0.81,-19.11,,-0.4
2019-03-03,OpenAI,7.33,1.93,92.63,,-0.16
2019-03-04,OpenAI,7.52,2.67,167.33,,-0.04
2019-03-05,OpenAI,8.29,2.65,164.52,,0.28
2019-03-06,OpenAI,7.76,2.43,142.73,,0.59
2019-03-07,OpenAI,7.12,2.45,145.24,,0.53
2019-03-08,OpenAI,8.03,2.39,139.45,,0.62
2019-03-09,OpenAI,6.41,2.59,159.31,,-0.46
2019-03-10,OpenAI,6.66,1.5,50.49,,-0.74
2019-03-11,OpenAI,7.79,2.83,183.27,,-0.35
2019-03-12,OpenAI,6.78,1.39,38.74,,0.82
2019-03-13,OpenAI,5.58,2.25,125.42,,-0.28
2019-03-14,OpenAI,4.92,1.87,87.37,,0.72
2019-03-15,OpenAI,7.37,1.9,89.77,,-0.79
2019-03-16,OpenAI,8.55,2.92,192.28,,0.57
2019-03-17,OpenAI,7.01,2.44,144.33,,0.32
2019-03-18,OpenAI,5.38,1.98,98.0,,-0.26
2019-03-19,OpenAI,6.52,2.56,155.87,,-0.96
2019-03-20,OpenAI,5.38,2.53,152.59,Cloud AI launch,-2.27
2019-03-21,OpenAI,6.5,2.14,113.76,,0.75
2019-03-22,OpenAI,7.0,1.68,67.73,,0.44
2019-03-23,OpenAI,9.28,1.6,59.76,,-0.53
2019-03-24,OpenAI,6.07,1.12,12.25,,-0.02
2019-03-25,OpenAI,7.3,1.96,96.23,,0.14
2019-03-26,OpenAI,7.68,2.15,115.43,,-0.51
2019-03-27,OpenAI,5.88,1.98,98.04,,0.86
2019-03-28,OpenAI,5.79,2.26,126.16,,-0.74
2019-03-29,OpenAI,5.01,1.54,53.81,,0.22
2019-03-30,OpenAI,7.11,1.66,66.13,,-0.08
2019-03-31,OpenAI,5.88,2.32,132.4,,-0.59
2019-04-01,OpenAI,6.74,1.93,93.05,,0.91
2019-04-02,OpenAI,8.32,2.18,118.01,,-0.02
2019-04-03,OpenAI,5.72,1.76,76.28,,0.22
2019-04-04,OpenAI,3.8,2.08,107.53,,-0.61
2019-04-05,OpenAI,7.39,1.04,3.69,,-0.73
2019-04-06,OpenAI,7.2,1.35,35.32,,-0.38
2019-04-07,OpenAI,6.15,2.22,121.84,,0.55
2019-04-08,OpenAI,6.8,2.54,153.55,AI speech recognition release,1.63
2019-04-09,OpenAI,6.84,2.64,163.77,,-0.23
2019-04-10,OpenAI,7.36,1.48,48.0,,-0.29
2019-04-11,OpenAI,6.42,2.25,125.3,,0.39
2019-04-12,OpenAI,5.18,1.9,90.19,,0.56
2019-04-13,OpenAI,8.69,2.82,181.64,,0.58
2019-04-14,OpenAI,5.75,2.06,106.22,,-0.08
2019-04-15,OpenAI,8.87,1.51,51.24,,0.43
2019-04-16,OpenAI,5.71,2.06,105.6,,0.53
2019-04-17,OpenAI,5.36,0.32,-67.58,,0.54
2019-04-18,OpenAI,5.08,2.55,155.38,,0.18
2019-04-19,OpenAI,6.8,2.81,180.59,,-0.45
2019-04-20,OpenAI,7.8,1.92,91.81,,0.71
2019-04-21,OpenAI,7.87,2.28,127.6,,0.37
2019-04-22,OpenAI,7.01,3.08,208.04,,-0.9
2019-04-23,OpenAI,5.41,2.25,125.16,,0.39
2019-04-24,OpenAI,7.01,3.15,214.69,,0.52
2019-04-25,OpenAI,5.46,2.63,162.98,,0.28
2019-04-26,OpenAI,6.03,1.97,97.02,,-0.69
2019-04-27,OpenAI,7.61,2.74,174.27,,-0.55
2019-04-28,OpenAI,5.41,1.97,97.12,,-0.21
2019-04-29,OpenAI,6.03,0.97,-3.25,,-0.62
2019-04-30,OpenAI,7.89,1.08,7.99,,0.51
2019-05-01,OpenAI,8.44,2.52,151.93,,0.46
2019-05-02,OpenAI,8.34,1.92,92.11,,0.9
2019-05-03,OpenAI,6.81,1.6,60.46,,-0.71
2019-05-04,OpenAI,6.24,1.64,63.94,,0.54
2019-05-05,OpenAI,8.66,2.22,122.33,,0.18
2019-05-06,OpenAI,5.72,2.52,151.74,,-0.85
2019-05-07,OpenAI,6.73,2.99,198.86,,0.53
2019-05-08,OpenAI,4.85,1.98,98.48,AI ethics policy update,3.84
2019-05-09,OpenAI,6.3,2.65,165.47,,-0.04
2019-05-10,OpenAI,7.67,1.69,68.62,,0.58
2019-05-11,OpenAI,6.69,2.93,192.6,,-0.66
2019-05-12,OpenAI,5.89,2.07,106.93,,-0.74
2019-05-13,OpenAI,8.53,2.11,110.95,,0.68
2019-05-14,OpenAI,8.14,1.85,85.28,,0.08
2019-05-15,OpenAI,6.82,2.03,102.75,,0.83
2019-05-16,OpenAI,7.14,2.44,144.34,,0.3
2019-05-17,OpenAI,5.03,2.44,144.22,,-0.32
2019-05-18,OpenAI,5.81,1.59,58.66,,0.91
2019-05-19,OpenAI,6.63,2.3,129.61,,0.08
2019-05-20,OpenAI,6.03,2.52,151.88,,0.41
2019-05-21,OpenAI,6.33,2.12,112.46,,-0.5
2019-05-22,OpenAI,7.85,1.71,70.88,,0.48
2019-05-23,OpenAI,5.83,2.59,158.66,,0.46
2019-05-24,OpenAI,6.98,0.84,-15.85,,-0.59
2019-05-25,OpenAI,6.94,3.65,265.07,,-0.15
2019-05-26,OpenAI,7.75,1.36,36.25,,0.04
2019-05-27,OpenAI,6.67,1.73,72.56,,0.4
2019-05-28,OpenAI,5.29,0.37,-63.34,,-0.95
2019-05-29,OpenAI,7.16,2.24,124.02,,0.54
2019-05-30,OpenAI,5.74,2.06,106.28,,-0.16
2019-05-31,OpenAI,6.3,2.72,171.88,,-0.72
2019-06-01,OpenAI,8.22,2.65,165.28,,-0.52
2019-06-02,OpenAI,5.98,2.64,164.36,,-0.38
2019-06-03,OpenAI,5.71,2.97,196.87,,0.18
2019-06-04,OpenAI,7.68,1.73,73.32,,0.0
2019-06-05,OpenAI,6.11,2.74,174.03,,-0.43
2019-06-06,OpenAI,6.38,2.46,146.19,,0.71
2019-06-07,OpenAI,5.43,1.75,75.27,,-0.35
2019-06-08,OpenAI,7.45,2.11,110.88,,-0.6
2019-06-09,OpenAI,7.78,1.9,89.84,,-0.3
2019-06-10,OpenAI,8.03,2.95,195.47,,0.3
2019-06-11,OpenAI,7.9,1.29,28.77,,0.58
2019-06-12,OpenAI,7.49,2.31,131.02,,-0.63
2019-06-13,OpenAI,7.6,1.9,90.17,,0.77
2019-06-14,OpenAI,7.34,1.87,87.49,,-0.15
2019-06-15,OpenAI,4.9,1.35,35.41,,-0.68
2019-06-16,OpenAI,6.54,1.24,23.72,,-0.84
2019-06-17,OpenAI,7.5,1.53,53.18,,-0.78
2019-06-18,OpenAI,8.07,2.02,101.68,,0.98
2019-06-19,OpenAI,7.52,1.89,89.42,,0.61
2019-06-20,OpenAI,6.86,2.06,105.69,,-0.93
2019-06-21,OpenAI,7.43,2.83,182.63,,-0.52
2019-06-22,OpenAI,7.71,2.67,166.95,,0.5
2019-06-23,OpenAI,6.84,1.6,60.48,,0.38
2019-06-24,OpenAI,5.55,2.13,112.58,,-0.89
2019-06-25,OpenAI,7.84,1.99,99.34,,-0.09
2019-06-26,OpenAI,6.78,2.3,129.71,,-0.84
2019-06-27,OpenAI,7.72,1.92,91.54,,0.84
2019-06-28,OpenAI,6.15,2.57,157.46,,-0.52
2019-06-29,OpenAI,6.4,2.15,114.83,,0.89
2019-06-30,OpenAI,6.54,1.75,75.37,,0.75
2019-07-01,OpenAI,8.29,1.46,45.77,,0.65
2019-07-02,OpenAI,6.46,2.69,168.63,,0.29
2019-07-03,OpenAI,6.39,1.42,42.18,,0.07
2019-07-04,OpenAI,7.7,2.27,126.85,,-0.18
2019-07-05,OpenAI,6.52,2.64,164.25,,-0.89
2019-07-06,OpenAI,8.13,1.32,32.15,,-0.75
2019-07-07,OpenAI,6.51,1.39,39.15,,-0.22
2019-07-08,OpenAI,7.72,1.42,42.02,,-0.04
2019-07-09,OpenAI,7.6,2.54,154.49,,-0.34
2019-07-10,OpenAI,7.13,1.49,48.65,,-0.65
2019-07-11,OpenAI,6.16,2.52,152.27,,-0.87
2019-07-12,OpenAI,7.01,2.26,125.7,,-0.9
2019-07-13,OpenAI,8.26,2.21,120.69,,0.3
2019-07-14,OpenAI,6.71,2.45,144.79,,0.57
2019-07-15,OpenAI,7.49,2.5,149.51,,0.65
2019-07-16,OpenAI,7.62,2.18,118.4,,-0.53
2019-07-17,OpenAI,6.11,1.45,45.0,,-0.07
2019-07-18,OpenAI,6.95,2.3,129.55,,-0.81
2019-07-19,OpenAI,5.92,1.87,86.79,,0.99
2019-07-20,OpenAI,6.27,2.23,123.18,,0.66
2019-07-21,OpenAI,8.87,3.09,209.29,,-0.36
2019-07-22,OpenAI,7.58,2.35,135.44,,-0.92
2019-07-23,OpenAI,6.16,1.92,92.05,,0.29
2019-07-24,OpenAI,7.76,1.33,33.35,,-0.71
2019-07-25,OpenAI,6.02,1.28,27.51,,0.53
2019-07-26,OpenAI,5.72,2.27,126.99,Cloud AI launch,-1.66
2019-07-27,OpenAI,5.59,1.59,58.89,,0.66
2019-07-28,OpenAI,7.2,1.87,86.86,,-0.29
2019-07-29,OpenAI,6.59,1.79,78.68,,0.37
2019-07-30,OpenAI,6.61,2.41,141.35,,0.19
2019-07-31,OpenAI,8.02,2.08,108.48,,-0.38
2019-08-01,OpenAI,5.43,2.29,129.01,,0.1
2019-08-02,OpenAI,7.32,2.1,110.11,,0.99
2019-08-03,OpenAI,6.49,1.83,82.58,,0.91
2019-08-04,OpenAI,6.48,1.22,21.58,,-0.15
2019-08-05,OpenAI,6.49,2.25,124.53,,0.86
2019-08-06,OpenAI,6.44,1.75,75.09,,-0.77
2019-08-07,OpenAI,5.98,2.83,183.49,,0.24
2019-08-08,OpenAI,6.73,2.14,113.86,,0.01
2019-08-09,OpenAI,6.92,2.51,151.42,,-0.66
2019-08-10,OpenAI,6.58,1.91,91.06,,0.46
2019-08-11,OpenAI,7.18,1.34,34.24,,-0.98
2019-08-12,OpenAI,7.75,2.07,106.67,,-0.37
2019-08-13,OpenAI,6.7,2.75,174.97,,-0.94
2019-08-14,OpenAI,7.27,1.72,71.79,,-0.06
2019-08-15,OpenAI,7.21,1.61,60.77,,0.95
2019-08-16,OpenAI,7.15,2.46,145.88,,0.66
2019-08-17,OpenAI,5.88,2.77,177.23,,0.6
2019-08-18,OpenAI,7.1,2.19,118.68,,-0.12
2019-08-19,OpenAI,6.81,1.44,43.88,,-0.64
2019-08-20,OpenAI,7.85,2.0,99.91,,-0.59
2019-08-21,OpenAI,6.15,1.92,92.49,,0.65
2019-08-22,OpenAI,7.0,2.72,171.54,,0.75
2019-08-23,OpenAI,5.94,2.29,129.0,,0.11
2019-08-24,OpenAI,5.33,1.11,10.77,,0.84
2019-08-25,OpenAI,7.39,2.18,117.7,,0.15
2019-08-26,OpenAI,6.2,2.7,169.55,,-1.0
2019-08-27,OpenAI,7.68,2.19,118.6,,-0.46
2019-08-28,OpenAI,6.41,2.02,102.01,,-0.36
2019-08-29,OpenAI,7.24,2.92,192.33,,-0.98
2019-08-30,OpenAI,6.42,2.56,156.35,,-0.19
2019-08-31,OpenAI,6.98,1.68,67.5,,0.48
2019-09-01,OpenAI,8.09,3.35,235.38,,-0.22
2019-09-02,OpenAI,7.87,1.98,97.51,,-0.01
2019-09-03,OpenAI,5.7,2.11,110.99,,-0.99
2019-09-04,OpenAI,7.83,1.52,52.46,,0.1
2019-09-05,OpenAI,6.52,1.85,85.02,,-0.84
2019-09-06,OpenAI,5.21,1.89,88.56,,-0.84
2019-09-07,OpenAI,6.91,2.28,127.62,,-0.26
2019-09-08,OpenAI,5.73,1.86,85.59,,-0.99
2019-09-09,OpenAI,6.05,1.94,94.29,,0.27
2019-09-10,OpenAI,3.71,1.76,75.82,,0.38
2019-09-11,OpenAI,7.61,2.09,108.57,,0.25
2019-09-12,OpenAI,7.23,2.11,111.43,,-0.07
2019-09-13,OpenAI,6.17,2.2,119.68,,0.4
2019-09-14,OpenAI,5.38,1.65,64.8,,-0.25
2019-09-15,OpenAI,5.25,1.82,82.32,,-0.02
2019-09-16,OpenAI,6.71,0.57,-43.12,,-0.87
2019-09-17,OpenAI,7.19,1.36,35.61,,0.97
2019-09-18,OpenAI,6.12,2.28,127.58,,-0.86
2019-09-19,OpenAI,7.32,1.73,73.28,,-0.16
2019-09-20,OpenAI,6.04,1.7,69.65,,0.35
2019-09-21,OpenAI,6.92,1.73,73.45,,0.26
2019-09-22,OpenAI,5.37,1.65,65.26,,0.43
2019-09-23,OpenAI,8.14,2.79,179.2,,-0.01
2019-09-24,OpenAI,7.57,2.09,109.13,,-0.96
2019-09-25,OpenAI,6.78,1.95,94.51,,-0.56
2019-09-26,OpenAI,9.19,1.67,66.87,,0.97
2019-09-27,OpenAI,7.72,1.84,83.7,,0.55
2019-09-28,OpenAI,5.93,1.86,85.55,,-0.61
2019-09-29,OpenAI,9.25,1.88,88.44,,0.33
2019-09-30,OpenAI,6.47,1.07,6.93,,-0.79
2019-10-01,OpenAI,7.86,1.87,86.92,,-0.65
2019-10-02,OpenAI,7.34,2.54,153.91,,-0.97
2019-10-03,OpenAI,8.79,1.64,63.65,,0.65
2019-10-04,OpenAI,6.41,1.14,13.61,,-0.47
2019-10-05,OpenAI,6.57,1.77,77.24,,-0.89
2019-10-06,OpenAI,5.99,2.66,166.49,,-0.03
2019-10-07,OpenAI,6.62,2.1,110.22,,0.99
2019-10-08,OpenAI,5.57,2.06,105.58,,-0.58
2019-10-09,OpenAI,7.16,1.8,80.05,,0.79
2019-10-10,OpenAI,6.53,2.33,132.74,,-0.44
2019-10-11,OpenAI,4.51,2.06,105.57,,-0.73
2019-10-12,OpenAI,4.99,2.03,102.68,,-0.66
2019-10-13,OpenAI,7.83,2.01,101.37,,-0.42
2019-10-14,OpenAI,5.77,1.75,75.43,AI speech recognition release,0.31
2019-10-15,OpenAI,6.25,2.8,179.77,,-0.94
2019-10-16,OpenAI,5.65,1.58,57.71,,-0.51
2019-10-17,OpenAI,6.73,1.11,11.11,,0.67
2019-10-18,OpenAI,5.14,2.32,132.46,,-0.31
2019-10-19,OpenAI,6.91,2.37,136.68,,0.95
2019-10-20,OpenAI,6.64,2.04,104.28,,0.75
2019-10-21,OpenAI,7.08,1.66,66.28,,-0.67
2019-10-22,OpenAI,7.79,2.3,129.59,,0.51
2019-10-23,OpenAI,6.93,2.3,129.75,,0.49
2019-10-24,OpenAI,7.62,1.72,71.54,,0.49
2019-10-25,OpenAI,5.52,2.06,106.22,,0.67
2019-10-26,OpenAI,7.55,1.65,64.97,,-0.49
2019-10-27,OpenAI,5.71,2.86,185.96,,-0.48
2019-10-28,OpenAI,7.48,2.05,104.86,,0.58
2019-10-29,OpenAI,6.83,2.22,122.2,,0.04
2019-10-30,OpenAI,5.65,1.39,38.62,,0.07
2019-10-31,OpenAI,7.5,2.27,127.08,,-0.26
2019-11-01,OpenAI,7.25,2.66,166.34,,-0.95
2019-11-02,OpenAI,7.71,1.76,75.54,,-0.89
2019-11-03,OpenAI,7.14,2.41,140.73,,0.87
2019-11-04,OpenAI,5.42,2.31,130.81,,-0.78
2019-11-05,OpenAI,8.39,2.09,108.53,,0.89
2019-11-06,OpenAI,5.47,1.62,61.88,,0.82
2019-11-07,OpenAI,5.85,2.0,99.81,,-0.1
2019-11-08,OpenAI,5.65,1.47,47.41,,-0.76
2019-11-09,OpenAI,8.25,2.22,121.58,,0.36
2019-11-10,OpenAI,7.0,3.14,213.6,,-0.36
2019-11-11,OpenAI,7.68,1.62,62.2,,0.98
2019-11-12,OpenAI,7.34,1.52,52.36,,-0.02
2019-11-13,OpenAI,7.83,2.38,137.92,,0.69
2019-11-14,OpenAI,6.58,1.61,60.86,,-0.46
2019-11-15,OpenAI,8.33,1.74,73.64,,0.82
2019-11-16,OpenAI,7.86,1.72,72.06,,0.69
2019-11-17,OpenAI,4.28,2.02,102.24,,0.89
2019-11-18,OpenAI,4.22,0.35,-64.83,,-0.81
2019-11-19,OpenAI,6.07,2.75,175.15,,-0.33
2019-11-20,OpenAI,8.04,1.95,95.1,,-0.09
2019-11-21,OpenAI,5.59,1.15,14.81,,-0.83
2019-11-22,OpenAI,5.79,1.53,53.07,,-0.66
2019-11-23,OpenAI,6.97,1.83,83.08,,-0.36
2019-11-24,OpenAI,8.21,2.38,137.63,,0.35
2019-11-25,OpenAI,7.9,2.39,138.7,,0.85
2019-11-26,OpenAI,5.7,3.21,220.56,,-0.81
2019-11-27,OpenAI,6.02,2.9,190.35,,-0.24
2019-11-28,OpenAI,7.8,2.45,145.43,,-0.62
2019-11-29,OpenAI,6.29,2.35,134.77,,0.66
2019-11-30,OpenAI,7.95,1.91,90.62,,-0.74
2019-12-01,OpenAI,6.57,1.49,48.58,,-0.36
2019-12-02,OpenAI,4.96,1.4,40.24,,0.86
2019-12-03,OpenAI,7.13,1.29,29.47,,-0.43
2019-12-04,OpenAI,6.16,1.93,93.16,,-0.65
2019-12-05,OpenAI,7.43,2.32,131.95,,0.8
